,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case,6time,diff_temp,dark,water
2,2,11.5,27.821249906221976,53.742916695276854,552.8111111111108,0.702048793956655,544.7083333333292,13072.9999999999,8613.329795833333,206719.9151,730.52525,17532.606,1245.6938541666666,29896.6525,10589.5489,254149.1736,2.90292152159325,7.0,2.4583333333333335,10.273333803812598,10,17
3,3,11.5,27.668194301923055,56.02131941848327,542.097222222222,0.21046337713018623,544.7083333333292,13072.9999999999,8616.552816666666,206797.2676,729.1462499999999,17499.51,1245.3675,29888.82,10591.066566666666,254185.5976,2.9873783998042,7.0,2.4583333333333335,9.103332551320403,10,17
4,4,11.5,28.571735903951804,49.911388860808444,496.0347222222219,0.006356958409049983,544.7083333333292,13072.9999999999,8618.615549999999,206846.7732,730.38735,17529.2964,1247.1950833333333,29932.682,10596.197983333333,254308.7516,2.99693945429194,7.0,2.4583333333333335,9.199999396006302,11,17
5,5,11.5,29.046180344952433,50.640972190433025,517.884722222222,0.0,544.7083333333292,13072.9999999999,8614.747924999998,206753.9502,730.87,17540.88,1245.8896666666667,29901.352,10591.507591666666,254196.18219999998,3.10971444621474,7.0,2.4583333333333335,5.948333422342998,10,17
6,6,11.5,29.759513706631086,52.26479166083862,664.5604166666664,0.0,544.7083333333292,13072.9999999999,8615.650370833331,206775.6089,729.42205,17506.1292,1245.1064166666667,29882.554000000004,10590.1788375,254164.2921,3.3020206197858,7.0,2.4583333333333335,7.754999828338697,10,17
7,7,11.5,28.19562486675046,50.610000072585166,592.3326388888886,0.793160761602045,544.7083333333292,13072.9999999999,8616.939579166667,206806.5499,730.2494499999999,17525.9868,1247.0645416666666,29929.548999999995,10594.253570833334,254262.08570000003,3.61025979756894,7.0,2.4583333333333335,8.495001125335698,11,17
8,8,11.5,28.126080437613478,49.64265645151978,573.6463865348395,1.98409325853551,576.7499999999958,13841.9999999999,8613.716558333332,206729.1974,731.07685,17545.8444,1244.7147916666665,29873.155,10589.5082,254148.1968,3.9925020296102907,7.0,2.4583333333333335,10.346667130788202,10,18
9,9,11.5,27.889444336626223,51.61270141469103,562.1034722222219,2.030761237442489,544.7083333333292,13072.9999999999,8615.1346875,206763.2325,729.28415,17502.8196,1246.3465625000001,29912.3175,10590.7654,254178.3696,4.8645228611951,7.0,2.4583333333333335,9.945000139872203,11,17
10,10,11.5,28.012742985619386,53.431597179836665,506.1055555555552,2.063988412171597,544.7083333333292,13072.9999999999,8612.298429166665,206695.1623,729.7668,17514.4032,1246.4771041666665,29915.4505,10588.542333333333,254125.016,5.94890296078728,7.0,2.4583333333333335,11.463334687550901,10,17
11,11,11.5,27.724428406688855,57.2259028964572,496.1291666666663,2.102085662550391,544.7083333333292,13072.9999999999,8608.044041666666,206593.057,730.1804999999999,17524.332,1245.1716875,29884.1205,10583.396229166667,254001.5095,7.40357668610407,7.0,2.4583333333333335,11.403332233428998,10,17
12,12,11.5,28.974999858273346,58.23381938669413,485.38194444444395,2.1223086355460965,544.7083333333292,13072.9999999999,8615.521449999998,206772.51479999998,729.28415,17502.8196,1245.759125,29898.219,10590.564725,254173.5534,9.10723080557587,7.0,2.4583333333333335,8.629999224344903,11,17
13,13,11.5,29.06650682171177,59.63163205093793,499.515972222222,2.1694372365872017,544.7083333333292,13072.9999999999,8615.9082125,206781.7971,730.52525,17532.606,1246.9992708333332,29927.9825,10593.432733333333,254242.38559999998,10.8057009922821,7.0,2.4583333333333335,8.5866669336955,11,17
14,14,11.5,28.71097210619186,60.962986116673584,547.7388888888887,2.2299815995825614,544.7083333333292,13072.9999999999,8612.943033333331,206710.6328,730.2494499999999,17525.9868,1246.15075,29907.618,10589.343233333331,254144.23759999996,12.373456833183601,7.0,2.4583333333333335,7.370000171661399,10,17
15,15,11.5,27.7333956885337,59.959236047002946,532.8347222222219,2.3119670372870176,544.7083333333292,13072.9999999999,8613.845479166665,206732.2915,730.9389500000001,17542.5348,1246.0202083333334,29904.485,10590.8046375,254179.3113,14.470693326105598,7.0,2.4583333333333335,9.268333053588801,10,17
16,16,11.5,28.346270627313018,61.746597242355286,537.0749999999997,2.3635951548814735,544.7083333333292,13072.9999999999,8612.298429166665,206695.1623,729.55995,17509.4388,1244.7800625,29874.7215,10586.638441666668,254079.3226,15.8782050678144,7.0,2.4583333333333335,8.076666768392002,11,17
17,17,11.5,28.49472203652059,62.17409707970085,556.1701388888886,2.434256517721543,544.7083333333292,13072.9999999999,8615.650370833333,206775.6089,730.2494499999999,17525.9868,1246.934,29926.416,10592.833820833333,254228.0117,19.0685252182978,7.0,2.4583333333333335,10.638334306081198,11,17
18,18,11.5,28.857430493831576,63.33361106713608,508.73888888888854,2.509057870672803,544.7083333333292,13072.9999999999,8613.458716666666,206723.00919999997,729.8357500000001,17516.058,1246.6729166666667,29920.15,10589.967383333333,254159.21719999998,22.041523476527,7.0,2.4583333333333335,9.1550012270609,10,17
19,19,11.5,27.724055433538194,63.61687492529547,507.4562499999997,2.6279910504817923,544.7083333333292,13072.9999999999,8571.301604166667,205711.2385,728.31885,17479.6524,1239.7542083333333,29754.101,10539.3746625,252944.99190000002,24.9226367599211,7.0,2.4583333333333335,6.091666285196901,10,17
20,20,11.5,26.604319398668082,65.79911099857729,534.3694444444442,2.7595523286196872,544.7083333333292,13072.9999999999,8611.782745833332,206682.7859,731.3526499999999,17552.4636,1244.4537083333332,29866.889000000003,10587.589104166665,254102.13849999997,28.6000723739128,7.0,2.4583333333333335,6.5333334287008,10,17
21,21,11.5,24.080496550059934,67.58256217263006,522.8381944444442,2.940325250393809,544.7083333333292,13072.9999999999,8613.071954166666,206713.7269,728.7325500000002,17489.5812,1243.3441041666667,29840.2585,10585.148608333335,254043.56660000002,33.1178951731524,7.0,2.4583333333333335,7.505442025723198,10,17
22,22,11.5,24.181589650100452,68.85687642645702,535.9743055555554,3.0408795666363453,544.7083333333292,13072.9999999999,8600.695554166667,206416.6933,729.28415,17502.8196,1244.192625,29860.623,10574.172329166666,253780.13590000002,37.871143531964,7.0,2.4583333333333335,9.936666456858301,11,17
23,23,11.5,24.811534702553313,70.59002318463408,519.0474340866286,3.1978038192679272,576.7499999999958,13841.9999999999,8598.5039,206364.0936,728.59465,17486.2716,1242.0386875000002,29808.9285,10569.137237500001,253659.2937,41.6912702257211,7.0,2.4583333333333335,10.0133328437805,10,18
24,24,11.5,23.716666542159135,72.7546596569497,492.1406249999996,3.3896573526653104,544.7083333333292,13072.9999999999,8611.009220833332,206664.2213,728.3878,17481.3072,1244.5189791666667,29868.455500000004,10583.916000000001,254013.98400000003,47.4629359496571,7.0,2.4583333333333335,14.783333428700697,11,17
25,25,11.5,21.33006933397712,72.17159785701708,482.7277777777775,3.522214877523268,544.7083333333292,13072.9999999999,8608.559725000001,206605.4334,729.0083500000001,17496.2004,1245.759125,29898.219,10583.327200000002,253999.85280000002,51.1003487157655,7.0,2.4583333333333335,10.2466662724812,11,17
26,26,11.5,21.221840173006324,73.09836673824726,494.4305555555552,3.596032187011502,544.7083333333292,13072.9999999999,8605.207783333333,206524.9868,730.2494499999999,17525.9868,1244.9758749999999,29879.421,10580.433108333335,253930.39460000003,56.665814132515,7.0,2.4583333333333335,10.116666316986102,10,17
27,27,11.5,23.53837247149242,74.5959888341418,654.8562499999789,3.602895687063809,544.7083333333292,13072.9999999999,8609.977854166666,206639.4685,730.11155,17522.6772,1244.6495208333292,29871.5884999999,10584.738924999996,254033.7341999999,63.7521118486819,7.0,2.4583333333333335,12.803332583109501,10,17
0,0,11.5,29.749652650833337,71.37200209875,526.1215277791666,0.0,92.55,2221.2,7594.081687499998,182257.96049999996,0.0,0.0,0.0,0.0,7594.081687499998,182257.96049999996,1.9181190618454498,8.0,2.4583333333333335,5.1633335099999975,11,24
1,1,11.5,30.908750030000004,67.74375981333333,548.1466269958333,1.253851931125,92.55,2221.2,7598.078233333334,182353.8776,0.0,0.0,0.0,0.0,7598.078233333334,182353.8776,2.0717806948503,8.0,2.4583333333333335,7.280000210000001,12,24
2,2,11.5,30.41409704,69.63865280916667,505.39861110833334,2.110684643125,92.55,2221.2,7633.5314625,183204.7551,0.0,0.0,0.0,0.0,7633.5314625,183204.7551,2.21076764457266,8.0,2.4583333333333335,4.36166699,12,24
3,3,11.5,29.371027650000002,70.71050686875,517.2833333333333,2.1433139817916667,92.55,2221.2,7614.9668625,182759.2047,0.0,0.0,0.0,0.0,7614.9668625,182759.2047,2.40926574014178,8.0,2.4583333333333335,3.9883337599999997,12,24
4,4,11.5,30.795972108750004,71.66400700999999,428.27013889166665,2.1798307565833333,92.55,2221.2,7591.245429166665,182189.89029999997,0.0,0.0,0.0,0.0,7591.245429166665,182189.89029999997,2.80847919939534,8.0,2.4583333333333335,9.399999550000004,11,24
5,5,11.5,33.49673600416667,70.95145834291667,431.4347222208333,2.1786807324583335,92.55,2221.2,7589.569458333332,182149.66700000002,0.0,0.0,0.0,0.0,7589.569458333332,182149.66700000002,3.20107129968366,8.0,2.4583333333333335,10.67166649,11,24
6,6,11.5,30.282013833333334,69.72374988958333,488.3118055541667,2.2331245304583334,92.55,2221.2,7593.566004166666,182245.5841,0.0,0.0,0.0,0.0,7593.566004166666,182245.5841,3.5410813643113506,8.0,2.4583333333333335,8.920000530000003,12,24
7,7,11.5,28.127499965,70.93579179999999,491.8701388833333,2.3242001109583335,92.55,2221.2,7589.182695833333,182140.3847,0.0,0.0,0.0,0.0,7589.182695833333,182140.3847,4.15159946525146,8.0,2.4583333333333335,6.208332890000001,12,24
8,8,11.5,26.876530602083335,71.74084433624999,484.46875,2.399951495583333,92.55,2221.2,7606.071325,182545.7118,0.0,0.0,0.0,0.0,7606.071325,182545.7118,4.91521844372795,8.0,2.4583333333333335,5.186666550000002,12,24
9,9,11.5,26.798888720416667,72.04601028375,480.5680555583333,2.442778740791667,92.55,2221.2,7593.566004166666,182245.5841,0.0,0.0,0.0,0.0,7593.566004166666,182245.5841,5.927594913081111,8.0,2.4583333333333335,6.7233333900000005,11,24
10,10,11.5,27.400694326666667,71.82763878583334,450.43750001250004,2.4640288878333334,92.55,2221.2,7604.911037499999,182517.8649,0.0,0.0,0.0,0.0,7604.911037499999,182517.8649,7.14192566412633,8.0,2.4583333333333335,5.989999449999999,11,24
11,11,11.5,26.9913888775,71.77813199666666,434.09305555833333,2.5057109592916667,92.55,2221.2,7592.921399999999,182230.1136,0.0,0.0,0.0,0.0,7592.921399999999,182230.1136,8.66691126488149,8.0,2.4583333333333335,7.306666440000001,12,24
12,12,11.5,27.627430375416665,72.15572912625,417.14166666666665,2.5370768206666665,92.55,2221.2,7606.715929166665,182561.18229999996,0.0,0.0,0.0,0.0,7606.715929166665,182561.18229999996,10.6371237814303,8.0,2.4583333333333335,10.426666319999999,11,24
13,13,11.5,28.160486027083333,72.24983560125,455.21805555833333,2.5635169494166665,97.69166666666666,2344.6,7603.106145833332,182474.5475,0.0,0.0,0.0,0.0,7603.106145833332,182474.5475,12.9337704308261,8.0,2.4583333333333335,5.520000270000001,11,24
14,14,11.5,27.693611019166667,72.56879352291666,471.0534722208333,2.6380396392916667,92.55,2221.2,7579.642554166665,181911.4213,0.0,0.0,0.0,0.0,7579.642554166665,181911.4213,14.900998101586202,8.0,2.4583333333333335,6.013332720000001,11,24
15,15,11.5,27.4937499425,72.91609081916667,484.6128472333333,2.6968730970833334,95.12083333333334,2282.9,7601.559095833331,182437.4183,0.0,0.0,0.0,0.0,7601.559095833331,182437.4183,16.9574021071997,8.0,2.4583333333333335,5.706666469999998,12,24
16,16,11.5,24.309444314583335,73.90008332541667,408.0541666666666,2.8576889324583337,92.55,2221.2,7591.890033333332,182205.3608,0.0,0.0,0.0,0.0,7591.890033333332,182205.3608,21.4893451423836,8.0,2.4583333333333335,3.8600000100000003,11,24
17,17,11.5,26.331388816249998,74.9802552275,409.6902777875,2.8728754851250002,92.55,2221.2,7580.029316666666,181920.7036,0.0,0.0,0.0,0.0,7580.029316666666,181920.7036,24.969097643795305,8.0,2.4583333333333335,8.07166681,11,24
18,18,11.5,28.135138752083336,75.3919503725,423.58263889166665,2.907982666166667,92.55,2221.2,7630.4373625,183130.4967,0.0,0.0,0.0,0.0,7630.4373625,183130.4967,26.3495793651595,8.0,2.4583333333333335,7.7516672799999995,11,24
19,19,11.5,27.19180546833333,75.2749834725,417.234722225,2.9959131321666668,92.55,2221.2,7590.2140625,182165.1375,0.0,0.0,0.0,0.0,7590.2140625,182165.1375,33.046749641138,8.0,2.4583333333333335,8.578333380000004,12,24
20,20,11.5,26.54569433875,74.98643762208333,443.7420138875,3.0670941854583336,92.55,2221.2,7591.245429166665,182189.8903,0.0,0.0,0.0,0.0,7591.245429166665,182189.8903,37.8085827017123,8.0,2.4583333333333335,6.973333229999998,12,24
21,21,11.5,28.622291605416667,75.48109014833334,465.61944445,3.081461834875,92.55,2221.2,7586.3464375,182072.3145,0.0,0.0,0.0,0.0,7586.3464375,182072.3145,41.0493728534421,8.0,2.4583333333333335,7.7949996299999995,12,24
22,22,11.5,28.41201377375,75.52299138666667,454.91423611666664,3.1997553721250003,92.55,2221.2,7592.921399999999,182230.1136,0.0,0.0,0.0,0.0,7592.921399999999,182230.1136,46.81246392135839,8.0,2.4583333333333335,6.706666340000002,11,24
23,23,11.5,28.130208302499998,76.00165400125,444.1854166625,3.3924695448333337,92.55,2221.2,7591.761112499999,182202.2667,0.0,0.0,0.0,0.0,7591.761112499999,182202.2667,57.98149223109059,8.0,2.4583333333333335,6.091666830000001,11,24
24,24,11.5,28.86034710375,76.3922010375,441.071527775,3.6315899103750002,92.55,2221.2,7588.924854166665,182134.1965,0.0,0.0,0.0,0.0,7588.924854166665,182134.1965,74.4886320645569,8.0,2.4583333333333335,6.053332869999998,11,24
25,25,11.5,31.218194294166665,77.00957189083333,421.76171322083337,3.9617435188333334,92.55,2221.2,7557.5970916666665,181382.3302,0.0,0.0,0.0,0.0,7557.5970916666665,181382.3302,76.7946814347605,8.0,2.4583333333333335,7.956665739999998,12,24
26,26,11.5,28.76538124041667,76.04686260125,422.4648187458333,4.603782987125,92.55,2221.2,7573.196512499999,181756.7163,0.0,0.0,0.0,0.0,7573.196512499999,181756.7163,90.184491265087,8.0,2.4583333333333335,6.673332910000003,12,24
27,27,11.5,28.2925693225,76.27208320708333,463.98749999583333,4.978993085958334,92.55,2221.2,7584.541545833333,182028.9971,0.0,0.0,0.0,0.0,7584.541545833333,182028.9971,96.2573532513576,8.0,2.4583333333333335,5.788332969999999,12,24
0,0,11.5,23.08857835375,19.445509574583333,510.88773115416666,2.2823415082916667,427.8966666666667,10269.52,8585.225054166667,206045.4013,0.0,0.0,0.0,0.0,8585.225054166667,206045.4013,1.33234423682161,9.0,2.4583333333333335,6.406470670000001,10,9
1,1,11.5,23.348995742916667,22.023090013750004,465.9934313041667,2.29107234175,546.1504166666667,13107.61,8585.225054166667,206045.4013,0.0,0.0,0.0,0.0,8585.225054166667,206045.4013,1.60453187733495,9.0,2.4583333333333335,8.0799998,10,11
2,2,11.5,23.357659102499998,20.086487806666668,454.73670329166663,2.314463491875,628.8795833333334,15093.11,8585.225054166667,206045.4013,0.0,0.0,0.0,0.0,8585.225054166667,206045.4013,2.0737166734172,9.0,2.4583333333333335,6.7108601199999995,10,12
3,3,11.5,22.87239736625,20.957351728333332,456.19802489166665,2.3374628600833334,880.5500000000001,21133.2,8585.225054166667,206045.4013,0.0,0.0,0.0,0.0,8585.225054166667,206045.4013,3.04135138114588,9.0,2.4583333333333335,5.462941219999998,10,17
4,4,11.5,22.940597842083335,24.01134298958333,488.34907015,2.3595263445,996.7175000000001,23921.22,8585.225054166667,206045.4013,0.0,0.0,0.0,0.0,8585.225054166667,206045.4013,3.44306988484341,9.0,2.4583333333333335,4.971666720000002,10,17
5,5,11.5,22.877643595,24.455201145,468.47753831666665,2.3773299142083335,760.9054166666666,18261.73,12150.015016666664,291600.3604,0.0,0.0,0.0,0.0,12150.015016666664,291600.3604,3.79080204193731,9.0,2.4583333333333335,5.241666800000001,6,17
6,6,11.5,22.920416574166666,26.309791692916665,488.6430555625,2.3975905451666666,796.90875,19125.81,12144.987104166668,291479.6905,0.0,0.0,0.0,0.0,12144.987104166668,291479.6905,4.16468946384048,9.0,2.4583333333333335,5.359999939999998,6,17
7,7,11.5,23.044860995833332,29.824513871666667,498.4375000041667,2.416653806833333,865.9741666666667,20783.38,12153.36695833333,291680.807,0.0,0.0,0.0,0.0,12153.36695833333,291680.807,5.12192244055596,9.0,2.4583333333333335,5.078333439999998,5,17
8,8,11.5,22.947638782499997,36.05355345458333,462.4375000041667,2.4425385370833332,860.9920833333334,20663.81,12157.492424999997,291779.8182,0.0,0.0,0.0,0.0,12157.492424999997,291779.8182,6.15304140270279,9.0,2.4583333333333335,5.32499988,6,17
9,9,11.5,22.935694349166667,43.6988472025,458.79583332916667,2.4627129328333335,874.9237499999999,20998.17,12165.614437499999,291974.7465,0.0,0.0,0.0,0.0,12165.614437499999,291974.7465,6.710286289845821,9.0,2.4583333333333335,5.20500011,6,18
10,10,11.5,22.917569345833332,48.905054830833336,447.89583333750005,2.4877479934999998,961.8883333333333,23085.32,12151.304225,291631.3014,0.0,0.0,0.0,0.0,12151.304225,291631.3014,9.24447303547018,9.0,2.4583333333333335,5.074999869999999,6,17
11,11,11.5,22.93416658125,50.804402530000004,452.8645833416667,2.5206126984583332,930.2229166666666,22325.35,12152.464512499997,291659.1483,0.0,0.0,0.0,0.0,12152.464512499997,291659.1483,12.758791891422499,9.0,2.4583333333333335,4.973333360000002,6,17
12,12,11.5,22.584236028333333,52.15431942958333,444.64166667499995,2.5756163474166667,750.7758333333333,18018.62,12159.812999999996,291835.512,0.0,0.0,0.0,0.0,12159.812999999996,291835.512,18.7786063747184,9.0,2.4583333333333335,5.121666649999998,6,17
13,13,11.5,22.438541594166665,54.70659713958333,429.57569443333335,2.6365707256666666,872.6720833333334,20944.13,12147.823362499998,291547.7607,0.0,0.0,0.0,0.0,12147.823362499998,291547.7607,18.8766284328191,9.0,2.4583333333333335,5.134999909999998,6,17
14,14,11.5,22.381944340833332,57.221319425416674,421.20416666250003,2.7172374886666666,908.5729166666666,21805.75,12148.596887499998,291566.3253,0.0,0.0,0.0,0.0,12148.596887499998,291566.3253,22.2369565388863,9.0,2.4583333333333335,5.0716665899999995,6,17
15,15,11.5,22.339722157083333,60.83533327625,420.4305555583333,2.8236988118333333,938.3116666666666,22519.48,12164.067387499997,291937.6173,0.0,0.0,0.0,0.0,12164.067387499997,291937.6173,25.6270372295357,9.0,2.4583333333333335,5.02833322,6,17
16,16,11.5,22.320591964583333,64.71803208708333,422.7523305125,2.9483095234166665,990.8233333333333,23779.76,12147.565520833332,291541.5725,0.0,0.0,0.0,0.0,12147.565520833332,291541.5725,29.475396592803197,9.0,2.4583333333333335,5.00754238,6,16
17,17,11.5,22.291805460833334,70.43118053041667,414.50361111666666,3.1016651051250004,715.8954166666667,17181.49,12137.251854166665,291294.0445,0.0,0.0,0.0,0.0,12137.251854166665,291294.0445,34.7598040086566,9.0,2.4583333333333335,4.79666662,6,17
18,18,11.5,22.236527643333332,71.84593921875,417.35975514166665,3.292003525708333,718.46625,17243.19,12137.638616666663,291303.3268,0.0,0.0,0.0,0.0,12137.638616666663,291303.3268,40.7551494156717,9.0,2.4583333333333335,5.018333370000001,5,16
19,19,11.5,22.217986030833334,72.50537277041667,417.15517177916666,2.8850439787916664,835.9162500000001,20061.99,12165.743358333331,291977.8406,0.0,0.0,0.0,0.0,12165.743358333331,291977.8406,44.1818208480361,9.0,2.4583333333333335,4.984999909999999,6,17
20,20,11.5,22.20292830625,72.55074588791668,416.01149952500003,1.0890703168333333,927.11625,22250.79,12155.429691666664,291730.3126,0.0,0.0,0.0,0.0,12155.429691666664,291730.3126,57.87470639203601,9.0,2.4583333333333335,4.9313842900000004,6,17
21,21,11.5,22.06222211875,71.55688894875,409.0020833291667,0.122370048625,677.2641666666667,16254.34,12159.039474999998,291816.9474,0.0,0.0,0.0,0.0,12159.039474999998,291816.9474,67.4812221477971,9.0,2.4583333333333335,4.931666589999999,6,17
22,22,11.5,22.07041656875,70.60290954083334,417.2951388833333,0.044259660625,802.2670833333333,19254.41,12167.290408333332,292014.9698,0.0,0.0,0.0,0.0,12167.290408333332,292014.9698,67.8401876476031,9.0,2.4583333333333335,4.945000050000001,6,17
23,23,11.5,22.108055469583334,63.593361082083334,436.49687500416667,0.04497121608333333,946.0812500000001,22705.95,12139.83027083333,291355.92649999994,0.0,0.0,0.0,0.0,12139.83027083333,291355.92649999994,70.7530091461534,9.0,2.4583333333333335,4.871666690000001,6,17
24,24,11.5,22.271388787916667,50.4790277875,479.98263889583336,0.044050672166666666,980.6424999999999,23535.42,12150.530699999998,291612.7368,0.0,0.0,0.0,0.0,12150.530699999998,291612.7368,77.4340208071317,9.0,2.4583333333333335,5.171666590000001,5,17
25,25,11.5,22.377499889583333,31.142569479166667,512.9138888958333,0.04295547424999999,603.0570833333334,14473.37,12155.429691666664,291730.3126,0.0,0.0,0.0,0.0,12155.429691666664,291730.3126,78.2083794243349,9.0,2.4583333333333335,5.0716665899999995,6,17
26,26,11.5,20.557708263333335,28.676666662083335,524.6667361125,0.04197969745833333,450.2420833333333,10805.81,12150.65962083333,291615.8309,0.0,0.0,0.0,0.0,12150.65962083333,291615.8309,80.2176865700456,9.0,2.4583333333333335,9.996666560000001,6,12
27,27,11.5,18.961736050416665,32.64347223208333,526.7125000041667,0.04191550862499999,450.2420833333333,10805.81,12136.220487499997,291269.2917,0.0,0.0,0.0,0.0,12136.220487499997,291269.2917,85.121656280574,9.0,2.4583333333333335,10.77833322,6,12
0,0,11.5,20.723040799583334,54.812707377500004,454.6370751375,1.1893155555416668,933.7058333333333,22408.94,8613.329795833333,206719.9151,731.07685,17545.8444,1244.4537083333332,29866.889,10588.860354166669,254132.6485,1.24835000505552,10.0,2.4583333333333335,10.9416665,10,17
1,1,11.5,20.529027719166667,55.03034727041666,447.2229166708333,1.2231776069583333,756.4591666666666,18155.02,8601.340158333333,206432.1638,728.59465,17486.2716,1244.3231666666668,29863.756,10574.257975000002,253782.19140000004,1.51744851600827,10.0,2.4583333333333335,10.93000005,11,16
2,2,11.5,20.583790653333335,52.90411875708333,447.23505746666666,1.2190595997083333,933.7058333333333,22408.94,8613.329795833333,206719.9151,731.07685,17545.8444,1244.4537083333332,29866.889,10588.860354166669,254132.6485,1.9326328964061001,10.0,2.4583333333333335,11.224999980000002,10,17
3,3,11.5,20.559999942083333,49.67263880833334,448.82013888333336,1.2228673542500001,813.8958333333334,19533.5,8614.232241666667,206741.5738,728.87045,17492.8908,1243.6051875,29846.5245,10586.707879166668,254080.9891,2.42516327620966,10.0,2.4583333333333335,11.22166665,10,16
4,4,11.5,21.003852872083332,51.85925999,448.0066092,1.217125677125,756.4591666666666,18155.02,8601.340158333333,206432.1638,728.59465,17486.2716,1244.3231666666668,29863.756,10574.257975000002,253782.19140000004,3.34409571673682,10.0,2.4583333333333335,11.771666640000001,11,16
5,5,11.5,22.347638812499998,58.31377974166667,445.92013888749995,1.2024610802916667,763.1,18314.4,8602.371524999999,206456.9166,730.5942,17534.2608,1244.192625,29860.623,10577.15835,253851.80039999998,3.98644668278073,10.0,2.4583333333333335,13.91833355,10,17
6,6,11.5,23.183261804166666,57.00731847958334,449.62205378749996,1.1982191360416665,883.1208333333334,21194.9,8590.124045833332,206162.9771,728.4567499999999,17482.962,1243.4746458333334,29843.3915,10562.055441666666,253489.3306,4.98185978405549,10.0,2.4583333333333335,14.32666674,10,17
7,7,11.5,22.606505284583335,55.633764777083336,438.5233326625,1.2137420817916666,877.8195833333333,21067.67,8611.395983333332,206673.5036,730.52525,17532.606,1243.8662708333334,29852.7905,10585.787504166667,254058.9001,6.0170572211904,10.0,2.4583333333333335,11.665000250000002,10,17
8,8,11.5,22.217496077916667,65.10941262208333,448.42339492083335,1.2239655356666665,831.4699999999999,19955.28,8601.340158333333,206432.16379999998,730.52525,17532.606,1243.2788333333333,29838.692,10575.144241666669,253803.46180000002,7.24066845037098,10.0,2.4583333333333335,10.651666670000001,10,16
9,9,11.5,22.150476410833335,69.98323055125,440.34185822499995,1.0871457070416668,855.4229166666668,20530.15,8615.1346875,206763.23249999998,729.7668,17514.4032,1244.9106041666666,29877.8545,10589.812091666667,254155.4902,8.85576421411256,10.0,2.4583333333333335,11.07166659,10,16
10,10,11.5,23.322258065,71.41861162,425.0124760416666,1.2223611979583333,963.8720833333333,23132.93,8617.0685,206809.644,730.2494499999999,17525.9868,1247.0645416666666,29929.549,10594.382491666665,254265.17979999998,10.7331138951617,10.0,2.4583333333333335,11.579999610000002,11,17
11,11,11.5,23.6028638925,71.09883554083333,433.12674993750005,1.2290390834583333,347.4191666666666,8338.06,8534.817008333332,204835.6082,724.6645,17391.948,1234.402,29625.648,10493.883508333332,251853.20419999998,11.999142331498499,10.0,2.4583333333333335,11.3649998,10,8
12,12,11.5,22.645094390833332,71.25594503875,428.2112883541667,1.240596329375,826.7558333333333,19842.14,8500.395145833332,204009.4835,725.28505,17406.8412,1240.7985416666668,29779.165,10466.4787375,251195.4897,14.2408819864995,10.0,2.4583333333333335,14.123332819999998,10,17
13,13,11.5,22.6464425475,72.07859717083333,425.78333987499997,1.2463907686666666,972.3883333333333,23337.32,8589.6083625,206150.6007,728.0430500000001,17473.0332,1241.7776041666666,29802.6625,10559.429016666667,253426.29640000002,17.376455770642,10.0,2.4583333333333335,11.550000280000003,10,17
14,14,11.5,22.167024225000002,72.6317804175,413.2072788875,1.259612738375,808.05875,19393.41,8036.5379875,192876.91169999997,700.87675,16821.042,1215.2776458333333,29166.6635,9952.692383333333,238864.6172,21.1581551486328,10.0,2.4583333333333335,10.734230920000002,10,16
15,15,11.5,22.034861038749998,74.09071571125,407.2805555625,1.2551463363333333,826.8070833333333,19843.37,8600.437712500001,206410.5051,728.0430500000001,17473.0332,1242.4955833333333,29819.894,10570.976345833335,253703.43230000001,24.8656723791344,10.0,2.4583333333333335,11.284999760000002,11,17
16,16,11.5,23.305524542916668,73.88318601333333,406.80306562916667,1.245241479,948.3329166666667,22759.99,8617.584183333332,206822.0204,729.42205,17506.1292,1245.6285833333334,29895.086,10592.634816666667,254223.2356,29.3748998423485,10.0,2.4583333333333335,13.7399999,10,17
17,17,11.5,23.598204810416664,74.61310206958333,406.3861906541667,0.4152912255,793.3745833333334,19040.99,8601.340158333334,206432.1638,728.1809499999999,17476.3428,1242.7566666666667,29826.16,10572.277775,253734.66660000003,32.7600565738221,10.0,2.4583333333333335,14.027910040000002,11,17
18,18,11.5,23.0442933775,76.72040360625,398.7616517083333,0.0,876.53125,21036.75,8612.943033333331,206710.6328,730.3184,17527.6416,1247.2603541666667,29934.2485,10590.5217875,254172.5229,37.5559379048875,10.0,2.4583333333333335,8.154999980000003,11,17
19,19,11.5,22.16330214458333,76.5848429025,411.54698275416666,0.9897377290000001,810.3045833333334,19447.31,8588.190233333333,206116.5656,728.112,17474.688,1243.1482916666666,29835.559,10559.450525,253426.8126,43.26171901248491,10.0,2.4583333333333335,12.14666668,11,17
20,20,11.5,23.222871058333336,75.015269445,410.54817645833333,1.2424697580833333,941.5266666666666,22596.64,8587.2877875,206094.9069,727.49145,17459.7948,1242.5608541666668,29821.4605,10557.340091666667,253376.16220000002,48.7490813338554,10.0,2.4583333333333335,13.32499984,10,17
