DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case,6time,diff_temp,dark,water,내부온도관측치1,내부습도관측치1,co2관측치1,ec관측치1,시간당분무량1,일간누적분무량1,시간당백색광량1,일간누적백색광량1,시간당적색광량1,일간누적적색광량1,시간당청색광량1,일간누적청색광량1,시간당총광량1,일간누적총광량1,내부온도관측치3,내부습도관측치3,co2관측치3,ec관측치3,시간당분무량3,일간누적분무량3,시간당백색광량3,일간누적백색광량3,시간당적색광량3,일간누적적색광량3,시간당청색광량3,일간누적청색광량3,시간당총광량3,일간누적총광량3,내부온도관측치std,내부습도관측치std,co2관측치std,ec관측치std,시간당분무량std,일간누적분무량std,시간당백색광량std,일간누적백색광량std,시간당적색광량std,일간누적적색광량std,시간당청색광량std,일간누적청색광량std,시간당총광량std,일간누적총광량std
11,11.5,20.52898421458404,64.0710500196884,534.0013888888885,1.6269793699025925,657.4383333333334,15778.52,8606.625912499998,206559.02189999996,729.3530999999999,17504.4744,1244.9106041666666,29877.8545,10580.889616666667,253941.35080000001,14.2759933752116,4.0,2.4583333333333335,11.1654903037583,10,16,16.79874971707655,60.48208327293395,511.708333333333,1.624584401668035,0.0,15778.52,0.0,206559.0219,0.0,17504.4744,0.0,29877.8545,0.0,253941.3508,25.287806884866,67.42124980290727,555.4208333333327,1.6361753399173375,1158.6299999999926,15778.52,18255.189999999995,206559.0219,1351.5578999999996,17504.4744,2842.4142499999757,29877.8545,22148.81594999997,253941.3508,4.448962422878172,3.3890967209687504,24.239726603516157,0.0176043718038316,505.9677209988334,15778.52,8724.897577469881,206559.0219,823.9852526686585,17504.4744,1437.0900793451167,29877.8545,10806.052370676494,253941.3508
12,11.5,20.638257139675645,63.69196215970204,550.2342303240738,1.6375428805780237,897.4858333333333,21539.66,8073.022583333332,193752.542,683.1565999999999,16395.7584,1146.4169166666668,27514.006000000005,9902.596099999999,237662.30639999997,17.1607859821039,4.0,2.4583333333333335,11.469544922221797,10,16,16.696666534741652,61.07916666666662,534.8291666666665,1.63311392682495,0.0,21539.66,0.0,193752.542,0.0,16395.7584,0.0,27514.006000000005,0.0,237662.3064,25.31663629358673,66.25244814791903,568.8999999999995,1.649112098415685,1439.9424999999992,21539.66,17869.97455,193752.542,1182.7683000000004,16395.7584,2339.959374999974,27514.006000000005,21549.3969,237662.3064,4.429765124924326,3.268533092317324,23.02346340882689,0.0201013691962662,683.3845472474972,21539.66,8298.57139930316,193752.542,791.1477132847662,16395.7584,1328.809796139216,27514.006000000005,10229.901590551097,237662.3064
13,11.5,20.638013644212972,66.44656783537039,563.6578580819383,1.65393426141189,788.0674999999959,18913.6199999999,8381.272295833332,201150.5351,710.9434500000001,17062.6428,1202.615104166667,28862.7625,10294.83085,247075.94040000002,22.0659473422598,4.0,2.4583333333333335,10.818332799275698,10,17,16.75833317438755,64.05500008268278,528.2533805031445,1.6491003116068077,0.0,18913.6199999999,0.0,201150.5351,0.0,17062.6428,0.0,28862.7625,0.0,247075.9404,25.38374981880185,68.93041741053256,577.5041666666665,1.668506710404295,1211.6774999999973,18913.6199999999,17844.448225,201150.5351,1255.9932,17062.6428,2728.451375,28862.7625,21542.93007500001,247075.9404,4.344105235091836,2.60264315890546,57.19582760841,0.0233525043046234,542.5773738872124,18913.6199999999,8505.65488925894,201150.5351,808.2342789231552,17062.6428,1379.866693119169,28862.7625,10508.188826359512,247075.9404
14,11.5,20.740694346692774,68.71535527802682,555.077083333333,1.658403616530608,734.0054166666624,17616.1299999999,8616.6817375,206800.3617,728.8015,17491.235999999997,1245.4327708333333,29890.3865,10590.916008333334,254181.9842,26.8157692812064,4.0,2.4583333333333335,10.2216664632161,11,17,17.237916596730475,66.92379302551602,504.51249999999976,1.65951066265503,0.0,17616.1299999999,0.0,206800.3617,0.0,17491.235999999997,0.0,29890.3865,0.0,254181.9842,25.330833228429075,70.52500001918523,597.7833333333327,1.6659026071429175,1171.4899999999998,17616.1299999999,18255.18999999999,206800.3617,1361.9004000000004,17491.235999999997,2845.54725,29890.3865,22154.017450000003,254181.9842,4.221362003545017,2.258499122110445,58.31895077610369,0.017129883474396,514.11380398895,17616.1299999999,8727.161425851267,206800.3617,823.2580889737726,17491.235999999997,1440.5727036915391,29890.3865,10809.578464654032,254181.9842
15,11.5,21.3131248844994,70.39581223665022,515.4888888888885,1.6481927283076916,908.0941666666666,21794.26,8587.803470833334,206107.2833,727.90515,17469.7236,1242.0386874999958,29808.9284999999,10557.74730833333,253385.93539999993,32.842703098219,4.0,2.4583333333333335,10.113332780202303,10,17,17.5470833222071,69.72916676203408,467.491666666666,1.6355301941434477,0.0,21794.26,0.0,206107.2833,0.0,17469.7236,0.0,29808.9284999999,0.0,253385.93539999996,25.56333329677575,71.18250004450475,558.945833333333,1.6666741207097675,1467.27,21794.26,18245.9077,206107.2833,1364.3826,17469.7236,2804.035,29808.9284999999,21890.340049999995,253385.93539999996,4.038587535478489,0.8409423572073853,52.399163264207296,0.0259946868851422,641.0297174819009,21794.26,8698.782284545054,206107.2833,822.1312221051635,17469.7236,1432.7860562220312,29808.9284999999,10772.567272040978,253385.93539999996
16,11.5,21.61562490860617,71.78184651539195,501.87152777777743,1.636316235879945,911.0412499999958,21864.9899999999,8615.263608333333,206766.3266,730.80105,17539.2252,1245.6938541666666,29896.6525,10591.7585125,254202.2043,37.7945396906408,4.0,2.4583333333333335,9.3016671816508,10,17,18.39708325068153,71.21291608810422,459.4125,1.631735784312085,0.0,21864.9899999999,0.0,206766.3266,0.0,17539.2252,0.0,29896.6525,0.0,254202.2043,25.47958324750257,72.29374977747592,543.1625,1.646555371157995,1428.690000000001,21864.9899999999,18255.189999999995,206766.3266,1364.7963000000002,17539.2252,2840.84775,29896.6525,22146.83575,254202.2043,3.7071613522715294,1.054860236950639,43.0498100674065,0.0192045090448205,645.6091036297966,21864.9899999999,8726.618245669988,206766.3266,825.2969994848542,17539.2252,1436.8290583049727,29896.6525,10807.971928344536,254202.2043
17,11.5,22.124444335036767,71.72659720844688,521.8180555555552,1.5921847357067744,881.8895833333332,21165.350000000002,8615.263608333333,206766.3266,728.2498999999999,17477.9976,1245.1716875,29884.1205,10588.685195833334,254128.4447,42.3640259928777,4.0,2.4583333333333335,9.149999872843399,10,17,18.80999983946475,71.33000001907348,445.0541666666663,1.55564774374167,0.0,21165.35,0.0,206766.3266,0.0,17477.9976,0.0,29884.1205,0.0,254128.4447,25.87124991416928,72.10458332697546,585.6958333333328,1.63224933693806,1320.9875,21165.35,18255.189999999995,206766.3266,1366.0373999999997,17477.9976,2843.5891250000004,29884.1205,22151.231924999996,254128.4447,3.566233107884112,0.8361833094878955,75.47686098322338,0.0398622470842695,600.1483895234951,21165.35,8728.822780399709,206766.3266,823.1121548542479,17477.9976,1441.3795974037816,29884.1205,10811.89654774672,254128.4447
18,11.5,22.526229853549236,72.43761672902455,506.25752662906143,1.5235532879729305,777.0829166666667,18649.99,8614.619004166665,206750.8561,729.97365,17519.3676,1246.6076458333334,29918.5835,10591.2003,254188.8072,51.53245319880009,4.0,2.4583333333333335,8.685882503998197,11,17,19.86249964237205,71.87749958038327,442.8741071428568,1.50765289366245,0.0,18649.99,0.0,206750.8561,0.0,17519.3676,0.0,29918.5835,0.0,254188.8072,25.730416520436577,72.70583321253457,572.9166666666665,1.5446506996949425,1198.8174999999785,18649.99,18255.189999999995,206750.8561,1361.4867,17519.3676,2840.456125,29918.5835,22146.030425000004,254188.8072,3.243488722251633,0.6472441491370703,70.0250384693368,0.0256808437430356,543.4999447500403,18649.99,8726.20675331692,206750.8561,824.721985941308,17519.3676,1438.3468531923131,29918.5835,10808.194615033988,254188.8072
19,11.5,22.16395817995067,73.82659711307946,569.3006944444438,1.4765955748111852,868.6020833333333,20846.45,8612.42735,206698.2564,731.62845,17559.0828,1246.6076458333334,29918.5835,10590.663445833334,254175.92270000002,59.321007846225505,4.0,2.4583333333333335,7.796667257944801,10,17,19.446666479110675,73.23874972661335,437.3208333333332,1.4428632448116925,0.0,20846.45,0.0,206698.2564,0.0,17559.0828,0.0,29918.5835,0.0,254175.9227,25.584166638056352,74.51624956130979,568.3083333333327,1.5039342944726326,1280.7999999999256,20846.45,18255.189999999995,206698.2564,1366.0374,17559.0828,2839.28125,29918.5835,22143.614449999997,254175.9227,3.26909857353102,0.837345259395076,201.61843497248097,0.0319251551721919,593.1973310355048,20846.45,8728.182394015532,206698.2564,826.4229922381843,17559.0828,1437.847703645872,29918.5835,10810.84608716927,254175.9227
20,11.5,21.637951302528503,73.18480368249091,547.6420138888783,1.4088414044016337,783.3533333333293,18800.4799999999,8613.329795833333,206719.9151,730.87,17540.88,1244.192625,29860.623,10588.392420833334,254121.4181,72.0902507975086,4.0,2.4583333333333335,8.879999828338597,10,17,18.74166664282475,72.49833310445146,434.770833333333,1.3890223418672825,0.0,18800.4799999999,0.0,206719.9151,0.0,17540.88,0.0,29860.623,0.0,254121.4181,25.48583323955533,73.7124996185302,598.2375000000001,1.430168415606015,1197.2099999999257,18800.4799999999,18255.189999999995,206719.9151,1366.0374000000006,17540.88,2843.1975,29860.623,22150.42659999999,254121.4181,3.604457082301608,0.968270995060028,137.39968970545843,0.0245232210658661,539.3502493191006,18800.4799999999,8726.81833702924,206719.9151,826.525035524885,17540.88,1437.3586443646666,29860.623,10808.627224332802,254121.4181
21,11.5,21.211458332671345,73.57379872814724,561.3319444444337,1.3603188515658753,794.9249999999957,19078.1999999999,8616.939579166667,206806.5499,729.491,17507.784,1244.7800625,29874.7215,10591.210641666667,254189.0554,79.7703045327736,4.0,2.4583333333333335,10.029999605814698,11,17,17.852083230018575,72.53499972025551,447.089999999913,1.34026900033156,0.0,19078.1999999999,0.0,206806.5499,0.0,17507.784,0.0,29874.7215,0.0,254189.0554,25.350416624547947,74.43458340962724,589.2874999999995,1.3815778722365626,1198.8174999999992,19078.1999999999,18255.18999999999,206806.5499,1363.1415000000002,17507.784,2845.1556250000003,29874.7215,22153.212125000005,254189.0554,3.942390994709693,1.4023672631232071,165.1569984649517,0.0218343749805691,548.9078914179195,19078.1999999999,8727.436054123324,206806.5499,824.8074954773069,17507.784,1440.5974650077846,29874.7215,10809.89783069032,254189.0554
22,11.5,21.4789038004531,74.83754177160822,596.3402695321028,1.294745576633291,737.1691666666667,17692.06,8616.810658333332,206803.4558,729.7668,17514.4032,1246.4118333333333,29913.884,10592.989291666667,254231.74300000002,85.1954991788455,4.0,2.4583333333333335,9.4788639256596,11,17,18.8641662041346,73.69500001271561,401.329166666666,1.2742145672440448,0.0,17692.06,0.0,206803.4558,0.0,17514.4032,0.0,29913.884,0.0,254231.743,25.24099990367775,75.61323901623615,692.229166666666,1.3128636598587,1168.275000000001,17692.06,18255.189999999995,206803.4558,1366.4510999999998,17514.4032,2838.889625,29913.884,22142.809124999992,254231.743,3.5622016604247966,2.0529247301237983,209.19388895110995,0.0215394443243358,546.2769524932957,17692.06,8727.08027833523,206803.4558,824.4802418928679,17514.4032,1437.8274229603032,29913.884,10808.140973233794,254231.743
23,11.5,20.897568758089967,76.39550786601693,524.9222640268845,1.2246666062441434,975.8199999999957,23419.6799999999,8588.705916666666,206128.942,728.31885,17479.6524,1240.7985416666668,29779.165,10557.823308333334,253387.7594,95.5441185402811,4.0,2.4583333333333335,10.601494025384302,10,17,17.63875047365815,74.54362028056175,397.002542372881,1.2007159725859224,0.0,23419.6799999999,0.0,206128.942,0.0,17479.6524,0.0,29779.165,0.0,253387.7594,25.24937482277548,78.22624121842118,618.0374999999996,1.2434803061682225,1436.7274999999752,23419.6799999999,18250.54885,206128.942,1359.8319,17479.6524,2840.847749999976,29779.165,22146.83574999997,253387.7594,4.080498414085642,2.06385591398236,147.57405829008744,0.0258958162517818,664.9784627895191,23419.6799999999,8698.903807869596,206128.942,821.7803984593774,17479.6524,1430.2341504297167,29779.165,10769.578761666702,253387.7594
24,11.5,20.49600928127103,75.37112191654325,505.06903719408047,1.164357932198656,888.4279166666666,21322.27,8604.692099999998,206512.6104,729.0773,17497.8552,1244.4537083333332,29866.889000000003,10578.223108333334,253877.3546,106.873697559319,4.0,2.4583333333333335,10.473333740234398,10,17,17.031589103553202,74.22375001907342,392.629166667097,1.1492099283422277,0.0,21322.27,0.0,206512.6104,0.0,17497.8552,0.0,29866.889000000003,0.0,253877.3546,25.080624894295227,76.32541672388707,583.5666666666665,1.1767070272564475,1337.0624999999995,21322.27,18255.18999999999,206512.6104,1368.1058999999998,17497.8552,2842.4142500000003,29866.889000000003,22148.81595,253877.3546,4.255491542232237,1.6548139776720374,123.01978218589744,0.0177641331000486,613.7917550056061,21322.27,8720.393233328066,206512.6104,825.7357438771971,17497.8552,1440.239416739883,29866.889000000003,10804.822073365212,253877.3546
25,11.5,20.848146601314806,75.30193061366819,526.7863888888849,1.1221491559787329,863.6712499999958,20728.1099999999,8618.228787499998,206837.4909,730.66315,17535.9156,1247.325625,29935.814999999995,10596.2175625,254309.2215,115.539523920872,4.0,2.4583333333333335,10.894769739830597,10,17,16.978749918937627,74.7095833142598,397.5249999999528,1.11408584786923,0.0,20728.1099999999,0.0,206837.4909,0.0,17535.9156,0.0,29935.814999999995,0.0,254309.2215,25.220833265774573,76.15374995867406,631.6666666666663,1.1308340841217923,1288.8374999999996,20728.1099999999,18255.189999999988,206837.4909,1368.9332999999997,17535.9156,2838.4980000000064,29935.814999999995,22143.24490000002,254309.2215,4.24527595490564,1.577875359148255,128.6776132167429,0.0122721985916245,591.399416044998,20728.1099999999,8727.628747409093,206837.4909,825.1410612249061,17535.9156,1438.9059850988033,29935.814999999995,10810.132125560636,254309.2215
26,11.5,20.83485856202722,75.61412944533168,531.0403566384695,1.1144236221695667,827.7704166666625,19866.4899999999,8614.619004166665,206750.8561,729.6289,17511.0936,1246.6729166666667,29920.150000000005,10590.920820833335,254182.0997,123.224553151068,4.0,2.4583333333333335,10.611607030453097,11,17,17.358332856496148,74.24083280563352,414.64499999998696,1.1087828843314849,0.0,19866.4899999999,0.0,206750.8561,0.0,17511.0936,0.0,29920.150000000005,0.0,254182.0997,25.282083316640097,76.7145863456204,629.8791666666665,1.1201780755077175,1222.9300000000003,19866.4899999999,18250.54885,206750.8561,1342.8702000000003,17511.0936,2839.28125,29920.150000000005,22126.882075,254182.0997,4.20228127486839,1.7315730606017263,114.40632217902711,0.0104919708784981,567.4679408564109,19866.4899999999,8727.679213238183,206750.8561,824.4415283473736,17511.0936,1438.6577464469508,29920.150000000005,10809.92965200727,254182.0997
27,11.5,21.04684079151325,75.79428267745577,526.1083284179967,1.1184566223961039,996.7174999999958,23921.2199999999,8601.598,206438.352,729.97365,17519.3676,1243.6051875,29846.5245,10575.176837500001,253804.2441,128.563771583643,4.0,2.4583333333333335,11.334265375435098,10,17,16.930833292007424,74.52191705383977,420.059583334252,1.1165472251576452,0.0,23921.2199999999,0.0,206438.352,0.0,17519.3676,0.0,29846.5245,0.0,253804.2441,25.635416563351924,77.06874995231425,593.5833333333333,1.1269707882664202,1525.1399999999996,23921.2199999999,18250.548849999992,206438.352,1364.7963000000002,17519.3676,2840.84775,29846.5245,22146.83575000001,253804.2441,4.318687348720582,2.083360059468208,127.26532193461344,0.0147335287793269,723.5376924904077,23921.2199999999,8713.019422544283,206438.352,824.5113335586617,17519.3676,1433.817842705771,29846.5245,10789.545715547174,253804.2441
0,11.5,24.75059818708333,74.55353065958333,468.66398425000006,2.0092246993333336,173.25,4158.0,7915.739166666665,189977.74,0.0,0.0,0.0,0.0,7915.739166666665,189977.74,4.22307736445887,5.0,2.4583333333333335,4.977931040000001,13,19,22.3105931825,73.75041666,453.91722675,1.991789135,126.0,4158.0,0.0,189977.74,0.0,0.0,0.0,0.0,0.0,189977.74,26.8405315375,75.8354976875,488.454687525,2.0250628,252.0,4158.0,18255.19,189977.74,0.0,0.0,0.0,0.0,18255.19,189977.74,2.118527441956539,2.2058914783191343,20.64300127074597,0.0221738589747638,103.85242455983644,4158.0,8929.838882479015,189977.74,0.0,0.0,0.0,0.0,8929.838882479015,189977.74
1,11.5,24.71856210458333,75.81302589083333,467.89803932499996,1.3202136815833334,173.25,4158.0,4344.632083333333,104271.17,0.0,0.0,0.0,0.0,4344.632083333333,104271.17,4.99170885282367,5.0,2.4583333333333335,4.882846279999999,17,19,22.3105931825,74.6973489575,454.451977375,0.0,126.0,4158.0,0.0,104271.17,0.0,0.0,0.0,0.0,0.0,104271.17,26.9005355625,77.18480295,472.01666665,2.0250628,252.0,4158.0,3867.624999999997,104271.17,0.0,0.0,0.0,0.0,3867.624999999997,104271.17,2.146929204624146,1.683179608460447,17.38787165273253,0.9610214722386444,103.85242455983644,4158.0,7668.766243851959,104271.17,0.0,0.0,0.0,0.0,7668.766243851959,104271.17
2,11.5,25.039279582916667,76.00517110833333,470.140206075,1.9363462944166667,173.25,4158.0,5143.94125,123454.59,0.0,0.0,0.0,0.0,5143.94125,123454.59,4.96608376034272,5.0,2.4583333333333335,5.133558909999998,15,19,22.6933259125,73.676885415,455.39583335,1.91653286075,126.0,4158.0,0.0,123454.59,0.0,0.0,0.0,0.0,0.0,123454.59,27.1806032725,79.1418327675,492.181818175,1.96209227575,252.0,4158.0,12917.8675,123454.59,0.0,0.0,0.0,0.0,12917.8675,123454.59,2.170735851195724,3.1491634849522923,23.523062102956715,0.0431894066572033,103.85242455983644,4158.0,7892.031967676012,123454.59,0.0,0.0,0.0,0.0,7892.031967676012,123454.59
3,11.5,25.004200102499997,75.93808930958333,467.23323165000005,1.9281787164166666,173.25,4158.0,6587.854583333333,158108.51,0.0,0.0,0.0,0.0,6587.854583333333,158108.51,5.00515461935471,5.0,2.4583333333333335,4.895000200000002,12,19,22.712989782500003,74.2308333725,453.362500025,1.9258786195,126.0,4158.0,0.0,158108.51,0.0,0.0,0.0,0.0,0.0,158108.51,27.166517865000003,77.94693248749999,475.574999975,1.94422835625,252.0,4158.0,17326.96,158108.51,0.0,0.0,0.0,0.0,17326.96,158108.51,2.128992033869048,2.4615268536590684,20.71702476586449,0.0351485129711977,103.85242455983644,4158.0,8115.993964531031,158108.51,0.0,0.0,0.0,0.0,8115.993964531031,158108.51
4,11.5,24.96003434875,74.19550873583334,440.21907304999996,1.940689597375,173.25,4158.0,10584.400416666665,254025.61,0.0,0.0,0.0,0.0,10584.400416666665,254025.61,6.07926069705402,5.0,2.4583333333333335,5.174999719999999,9,19,22.4863158375,71.9462501825,434.62874295,1.936742016,126.0,4158.0,0.0,254025.61,0.0,0.0,0.0,0.0,0.0,254025.61,27.1799998475,76.7562279875,447.2791667,1.95743984725,252.0,4158.0,18255.189999999995,254025.61,0.0,0.0,0.0,0.0,18255.189999999995,254025.61,2.202255175403373,2.483009170906687,7.662455238155827,0.0375073097795226,103.85242455983644,4158.0,9060.819230129384,254025.61,0.0,0.0,0.0,0.0,9060.819230129384,254025.61
5,11.5,24.908408864166663,73.99362969916668,449.1625894041667,1.9624651110416667,173.25,4158.0,10591.104299999999,254186.5032,0.0,0.0,0.0,0.0,10591.104299999999,254186.5032,7.38574910614654,5.0,2.4583333333333335,5.09666605,9,19,22.4938157625,71.3504313225,442.07394065,1.95882099325,126.0,4158.0,0.0,254186.5032,0.0,0.0,0.0,0.0,0.0,254186.5032,27.177499855,76.6145836525,450.445833325,1.96639671825,252.0,4158.0,18255.19,254186.5032,0.0,0.0,0.0,0.0,18255.19,254186.5032,2.1961474710712827,2.487868018493708,10.416598574094538,0.009304685693257,103.85242455983644,4158.0,9092.452704413674,254186.5032,0.0,0.0,0.0,0.0,9092.452704413674,254186.5032
6,11.5,24.56558790875,74.22272136916666,455.01028224583337,1.9900765573333334,173.25,4158.0,6471.825833333333,155323.82,0.0,0.0,0.0,0.0,6471.825833333333,155323.82,9.32644411194854,5.0,2.4583333333333335,4.97666667,13,19,22.19832653,71.782083355,445.9041667,1.97074338225,126.0,4158.0,0.0,155323.82,0.0,0.0,0.0,0.0,0.0,155323.82,26.84458322,76.7216670975,466.219791675,2.00522574825,252.0,4158.0,17945.78,155323.82,0.0,0.0,0.0,0.0,17945.78,155323.82,2.2325399518294327,2.5794656885907563,12.206450194610552,0.0204764244028175,103.85242455983644,4158.0,8400.485422644344,155323.82,0.0,0.0,0.0,0.0,8400.485422644344,155323.82
7,11.5,24.734987418333333,73.29359437375,455.86736625833333,2.0121951804166667,173.25,4158.0,10605.156670833332,254523.7601,0.0,0.0,0.0,0.0,10605.156670833332,254523.7601,9.38282688351177,5.0,2.4583333333333335,5.0983333900000005,9,19,22.24083325,70.6693855825,439.975,1.991789135,126.0,4158.0,0.0,254523.7601,0.0,0.0,0.0,0.0,0.0,254523.7601,26.923749885,75.718190125,451.62723875,2.03612388075,252.0,4158.0,18255.19,254523.7601,0.0,0.0,0.0,0.0,18255.19,254523.7601,2.179548877767876,3.1597550572509285,29.534577661416996,0.0260988274732303,103.85242455983644,4158.0,9063.293410430928,254523.7601,0.0,0.0,0.0,0.0,9063.293410430928,254523.7601
8,11.5,24.625141580833333,74.81443806666667,456.2216866708333,1.9413249473749998,173.25,4158.0,1327.8845833333332,31869.23,0.0,0.0,0.0,0.0,1327.8845833333332,31869.23,12.162215390038801,5.0,2.4583333333333335,4.214208950000003,22,19,22.6400430425,73.58125041,434.9791667,2.00341522925,126.0,4158.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,26.311666685,76.162175405,477.605884575,2.01339838825,252.0,4158.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,1.796886651073205,1.5730821929558068,26.05009295979138,0.2048707437613139,103.85242455983644,4158.0,4517.514227954764,31869.23,0.0,0.0,0.0,0.0,4517.514227954764,31869.23
9,11.5,24.6589480725,73.87499197125,467.0938821875,2.0226075112083333,544.7083333333334,13073.0,1327.8845833333332,31869.23,0.0,0.0,0.0,0.0,1327.8845833333332,31869.23,13.0611371966911,5.0,2.4583333333333335,5.058333399999999,22,17,22.41333331,71.00958331749999,440.215466075,2.0114869695,0.0,13073.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,26.7316665525,76.4444393425,502.8041667,2.03612388075,769.0,13073.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,2.083161646407521,2.9609267497888214,38.48637608722871,0.0155626455317026,357.05102292391564,13073.0,4517.514227954764,31869.23,0.0,0.0,0.0,0.0,4517.514227954764,31869.23
10,11.5,24.60874991,74.81666666125,457.6250000083333,1.5624777688749998,544.7083333333334,13073.0,10661.366154166664,255872.7877,0.0,0.0,0.0,0.0,10661.366154166664,255872.7877,15.448733524378502,5.0,2.4583333333333335,4.233333210000001,9,17,22.6604165625,73.58125041,434.9791667,1.41382143,0.0,13073.0,0.0,255872.7877,0.0,0.0,0.0,0.0,0.0,255872.7877,26.311666685,76.417500145,486.5041667,2.0141133890000003,769.0,13073.0,18255.19,255872.7877,0.0,0.0,0.0,0.0,18255.19,255872.7877,1.78347197785587,1.6181782777542797,27.24600488912567,0.7429807196478171,357.05102292391564,13073.0,9127.161016696698,255872.7877,0.0,0.0,0.0,0.0,9127.161016696698,255872.7877
11,11.5,24.51631935,73.41263879166667,436.0895833208333,1.585505428375,544.7083333333334,13073.0,10649.118675,255578.8482,0.0,0.0,0.0,0.0,10649.118675,255578.8482,18.7189202394876,5.0,2.4583333333333335,4.23833338,9,17,22.497083325,71.1108328825,421.1083333,1.39636885175,0.0,13073.0,0.0,255578.8482,0.0,0.0,0.0,0.0,0.0,255578.8482,26.280833185,76.0879167875,449.812499975,2.03946534475,769.0,13073.0,18255.19,255578.8482,0.0,0.0,0.0,0.0,18255.19,255578.8482,1.7917683665965538,2.51521168261851,15.973422832940988,0.7873718870283843,357.05102292391564,13073.0,9141.94541635821,255578.8482,0.0,0.0,0.0,0.0,9141.94541635821,255578.8482
12,11.5,24.402083201666667,76.15083328833333,437.7361111083333,1.5975453223333334,544.7083333333334,13073.0,10635.968749999998,255263.24999999997,0.0,0.0,0.0,0.0,10635.968749999998,255263.24999999997,23.038299074851704,5.0,2.4583333333333335,4.1449999800000015,9,17,22.3424999675,74.86625004000001,424.39166665,1.16740038525,0.0,13073.0,0.0,255263.25,0.0,0.0,0.0,0.0,0.0,255263.25,26.288749945,77.4691666275,452.712499975,2.0907009355,769.0,13073.0,18255.19,255263.25,0.0,0.0,0.0,0.0,18255.19,255263.25,1.8459261573455448,1.496921472083817,15.713927838705152,0.8118520165234444,357.05102292391564,13073.0,9131.669774876076,255263.25,0.0,0.0,0.0,0.0,9131.669774876076,255263.25
13,11.5,24.620069337083333,77.32152769875,446.884027775,1.64326151675,544.7083333333334,13073.0,10674.644999999999,256191.48,0.0,0.0,0.0,0.0,10674.644999999999,256191.48,27.2399999197465,5.0,2.4583333333333335,4.296666080000001,9,17,22.977500345,76.4033332225,432.26666665,1.948696434,0.0,13073.0,0.0,256191.48,0.0,0.0,0.0,0.0,0.0,256191.48,26.33999987,78.71416607,462.77083335,2.0945237545,769.0,13073.0,18255.19,256191.48,0.0,0.0,0.0,0.0,18255.19,256191.48,1.7785460045982222,1.3010678720858415,16.65292511955508,0.8456867867212564,357.05102292391564,13073.0,9138.589875711248,256191.48,0.0,0.0,0.0,0.0,9138.589875711248,256191.48
14,11.5,24.668057326666666,77.43032589666667,464.56631885,1.1951927635,576.75,13842.0,10056.082841666665,241345.9882,0.0,0.0,0.0,0.0,10056.082841666665,241345.9882,31.9348970660656,5.0,2.4583333333333335,4.171666689999999,9,17,23.008750095,76.77500024999999,451.223663525,0.0,0.0,13842.0,0.0,241345.9882,0.0,0.0,0.0,0.0,0.0,241345.9882,26.34999997,78.3924996025,476.84166665,2.10985994175,769.0,13842.0,18255.19,241345.9882,0.0,0.0,0.0,0.0,18255.19,241345.9882,1.67225790151968,0.8929978369723084,22.62546959961195,1.0023198459658589,408.8077309317489,13842.0,8962.674207364435,241345.9882,0.0,0.0,0.0,0.0,8962.674207364435,241345.9882
15,11.5,24.512847215416667,77.37881234875,436.2555555583333,1.308284479125,544.7083333333334,13073.0,10638.676087499998,255328.2261,0.0,0.0,0.0,0.0,10638.676087499998,255328.2261,33.9356050354811,5.0,2.4583333333333335,4.16666657,9,17,22.79666644,76.63208284000001,414.4791667,0.0,0.0,13073.0,0.0,255328.2261,0.0,0.0,0.0,0.0,0.0,255328.2261,26.2737499175,78.20083344999999,465.9416667,2.145855583,769.0,13073.0,18255.19,255328.2261,0.0,0.0,0.0,0.0,18255.19,255328.2261,1.7350916675821768,1.0344084102807534,25.70426884143256,0.9771848720653238,357.05102292391564,13073.0,9154.892563928792,255328.2261,0.0,0.0,0.0,0.0,9154.892563928792,255328.2261
16,11.5,24.639930515,79.06045144333333,436.85347222499996,1.3743357901666666,544.7083333333334,13073.0,10674.644999999999,256191.48,0.0,0.0,0.0,0.0,10674.644999999999,256191.48,45.58587757220929,5.0,2.4583333333333335,4.224999709999999,9,17,23.03041672,78.44500020000001,410.570833325,0.22952276625,0.0,13073.0,0.0,256191.48,0.0,0.0,0.0,0.0,0.0,256191.48,26.2850000375,79.59708271,461.15,2.201532739,769.0,13073.0,18255.19,256191.48,0.0,0.0,0.0,0.0,18255.19,256191.48,1.7772672896655457,0.7418398267044793,29.310939657246895,0.9671083969713647,357.05102292391564,13073.0,9137.678886337932,256191.48,0.0,0.0,0.0,0.0,9137.678886337932,256191.48
