,DAT,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case
4,4,22.08208334,62.071666857500006,395.1583333,0.37603304975,0.0,13073.0,0.0,206719.91509999998,0.0,17539.2252,0.0,29898.219,0.0,254157.35930000004,4.08610251974982,6.0
5,5,22.29208302,62.01935344,391.40416665000004,0.3776210815,0.0,13073.0,0.0,205940.2019,0.0,17373.7452,0.0,29783.8645,0.0,253097.81160000002,4.44676266182443,6.0
6,6,21.7945827225,62.691667065,397.662499975,0.38702835225,0.0,13073.0,0.0,206787.9853,0.0,17525.9868,0.0,29929.549,0.0,254243.5211,5.29560730787535,6.0
7,7,20.6608335,63.44291673,398.075000025,0.38548805599999997,0.0,13073.0,0.0,206772.5148,0.0,17550.8088,0.0,29902.9185,0.0,254226.2421,5.76195650716694,6.0
8,8,20.725000035,63.505416475000004,438.06666670000004,0.38905238025,0.0,13073.0,0.0,206791.0794,0.0,17544.1896,0.0,29871.588500000005,0.0,254206.85750000004,6.49135472999268,6.0
9,9,21.016666660000002,64.56583301500001,407.85833335,0.3829771165,0.0,13073.0,0.0,206778.703,0.0,17525.9868,0.0,29931.1155,0.0,254235.8053,7.06899925789882,6.0
10,10,21.384166385,65.3633332275,395.31666665,0.378919515,0.0,13073.0,0.0,206784.8912,0.0,17555.7732,0.0,29909.1845,0.0,254249.8489,7.88821779658649,6.0
11,11,21.705416465000003,64.66499959250001,428.912500025,0.37561615075,0.0,13842.0,0.0,206116.56559999997,0.0,17486.2716,0.0,29870.022,0.0,253472.8592,8.87808309570653,6.0
12,12,22.8308328575,65.90083303749999,460.28333335,0.3690539725,576.75,13842.0,0.0,206766.3266,0.0,17522.6772,0.0,29874.7215,0.0,254163.7253,10.0330996764517,6.0
13,13,23.27249967,65.67374978,416.162500025,0.35871743224999997,0.0,13073.0,0.0,206478.5753,0.0,17512.7484,0.0,29912.3175,0.0,253903.64120000004,11.1660729033848,6.0
14,14,23.34999954,65.6885002675,424.525000025,0.35491124350000003,0.0,13073.0,0.0,206698.2564,0.0,17540.88,0.0,29893.519500000002,0.0,254132.6559,12.6288333877445,6.0
15,15,22.7883330525,66.1195836725,403.354166675,0.35318636525,0.0,13073.0,0.0,206803.4558,0.0,17529.2964,0.0,29880.9875,0.0,254213.73969999998,14.6423638193444,6.0
16,16,23.380833315,65.9974998475,392.07083335,0.339629202,0.0,13073.0,0.0,206800.3617,0.0,17525.9868,0.0,29938.948,0.0,254265.29650000003,16.8584831906923,6.0
17,17,23.847499735,66.7074997275,388.366666675,0.33179406125,0.0,13073.0,0.0,206738.4797,0.0,17550.8088,0.0,29909.1845,0.0,254198.473,19.7087060978345,6.0
18,18,24.0275001075,67.18083337499999,415.387500025,0.3253273565,0.0,13073.0,0.0,206800.3617,0.0,17540.88,0.0,29882.554,0.0,254223.79570000002,22.8795797199618,6.0
19,19,23.9750000525,67.33000017750001,399.5625,0.3121457215,0.0,13073.0,0.0,206794.1735,0.0,17527.6416,0.0,29931.1155,0.0,254252.93060000002,25.0295619528496,6.0
20,20,24.452499815,67.8883332525,384.00416667499996,0.29725511875,0.0,13073.0,0.0,206760.1384,0.0,17550.8088,0.0,29909.1845,0.0,254220.1317,27.1509637730523,6.0
21,21,23.464166562499997,67.569583065,411.645833325,0.29210274950000004,0.0,13073.0,0.0,206781.7971,0.0,17537.5704,0.0,29880.9875,0.0,254200.35499999998,29.1897575381542,6.0
22,22,24.2799998,67.729583485,400.06666665,0.27456118075,0.0,13073.0,0.0,206834.3968,0.0,17537.5704,0.0,29935.815,0.0,254307.7822,31.8213109348789,6.0
23,23,24.752082944999998,67.8083331125,411.42916665,0.26148456375,0.0,13073.0,0.0,206738.4797,0.0,17542.5348,0.0,29902.9185,0.0,254183.933,34.2266089651627,6.0
24,24,25.4525000175,68.380000145,393.412499975,0.23420157325,0.0,13073.0,0.0,206775.6089,0.0,17530.9512,0.0,29882.554,0.0,254189.1141,36.0157621174126,6.0
25,25,25.9566664975,67.9887496975,464.900000025,0.23873017600000002,0.0,13073.0,0.0,206778.703,0.0,17524.332,0.0,29927.9825,0.0,254231.01750000002,36.79037461208965,6.0
26,26,26.0083333725,68.24666668750001,473.020833325,0.22593361225,0.0,13073.0,0.0,206778.703,0.0,17552.4636,0.0,29906.051500000005,0.0,254237.2181,37.5649871067667,6.0
27,27,31.4379164275,92.101666865,528.924999975,0.23171609525,0.0,13073.0,0.0,206778.703,0.0,17552.4636,0.0,29906.051500000005,0.0,254237.2181,37.9402165946304,6.0
0,0,23.736666599909377,59.118333419163946,511.77916666666647,1.6106281821223,0.0,13072.9999999999,0.0,206834.3968,0.0,17499.51,0.0,29910.751,0.0,254244.6578,2.84420877444458,7.0
1,1,23.577500240007975,57.85541639328,520.9666666666666,1.09165467196169,0.0,13072.9999999999,0.0,206781.7971,0.0,17539.2252,0.0,29915.4505,0.0,254236.47280000002,2.85058622300634,7.0
2,2,24.297082924842826,49.1150000572204,528.1791666666662,0.4909749466114745,0.0,13072.9999999999,0.0,206719.9151,0.0,17532.606,0.0,29896.6525,0.0,254149.1736,2.90292152159325,7.0
3,3,24.995833174387574,51.9212500254313,523.9166666666661,0.06847018601004035,0.0,13072.9999999999,0.0,206797.2676,0.0,17499.51,0.0,29888.82,0.0,254185.5976,2.9873783998042,7.0
4,4,24.75916648705795,45.95041651725768,458.666666666666,0.0,0.0,13072.9999999999,0.0,206846.7732,0.0,17529.2964,0.0,29932.682,0.0,254308.7516,2.99693945429194,7.0
5,5,26.804166404406153,46.12916657129922,490.120833333333,0.0,0.0,13072.9999999999,0.0,206753.9502,0.0,17540.88,0.0,29901.352,0.0,254196.18219999998,3.10971444621474,7.0
6,6,27.768749753634125,47.75583335558572,528.929166666666,0.0,0.0,13072.9999999999,0.0,206775.6089,0.0,17506.1292,0.0,29882.554000000004,0.0,254164.2921,3.3020206197858,7.0
7,7,25.34416638215375,48.1104167938232,498.22083333333296,0.0,0.0,13072.9999999999,0.0,206806.5499,0.0,17525.9868,0.0,29929.548999999995,0.0,254262.08570000003,3.61025979756894,7.0
8,8,24.55648285615235,46.032916625340704,527.2208333333332,1.94747804502646,576.7499999999318,13841.9999999999,0.0,206729.1974,0.0,17545.8444,0.0,29873.155,0.0,254148.1968,3.99250202961029,7.0
9,9,24.606666541099525,49.95083317756645,536.5041666666659,1.9903933301568002,0.0,13072.9999999999,0.0,206763.2325,0.0,17502.8196,0.0,29912.3175,0.0,254178.3696,4.8645228611951,7.0
10,10,24.127916773160226,51.0591665267944,465.39166666666597,2.014164191484445,0.0,13072.9999999999,0.0,206695.1623,0.0,17514.4032,0.0,29915.4505,0.0,254125.016,5.94890296078728,7.0
11,11,23.847916571299177,55.2766669750213,457.2041666666665,2.0515542407830525,0.0,13072.9999999999,0.0,206593.057,0.0,17524.332,0.0,29884.1205,0.0,254001.5095,7.40357668610407,7.0
12,12,25.73124995231625,56.67749983469642,448.96666666666647,2.0841333389282175,0.0,13072.9999999999,0.0,206772.51479999998,0.0,17502.8196,0.0,29898.219,0.0,254173.5534,9.10723080557587,7.0
13,13,26.285958302020948,58.53249986966445,465.06666666666626,2.1388228843609425,0.0,13072.9999999999,0.0,206781.7971,0.0,17532.606,0.0,29927.9825,0.0,254242.38559999998,10.8057009922821,7.0
14,14,25.912499666213975,60.58124993642165,525.0083333333332,2.1963081846634522,0.0,13072.9999999999,0.0,206710.6328,0.0,17525.9868,0.0,29907.618,0.0,254144.23759999996,12.3734568331836,7.0
15,15,24.6279166301091,57.66041663487745,512.0416666666663,2.2690162658691326,0.0,13072.9999999999,0.0,206732.2915,0.0,17542.5348,0.0,29904.485,0.0,254179.3113,14.4706933261056,7.0
16,16,25.698749709129302,61.14541672070815,495.78333333333325,2.3278024593988977,0.0,13072.9999999999,0.0,206695.1623,0.0,17509.4388,0.0,29874.7215,0.0,254079.3226,15.8782050678144,7.0
17,17,24.069999821980772,59.272083107630394,545.2999999999995,2.3837077716986275,0.0,13072.9999999999,0.0,206775.6089,0.0,17525.9868,0.0,29926.416,0.0,254228.0117,19.0685252182978,7.0
18,18,25.4345830996831,61.752500247955275,474.0583333333333,2.469107861320175,0.0,13072.9999999999,0.0,206723.00919999997,0.0,17516.058,0.0,29920.15,0.0,254159.21719999998,22.041523476527,7.0
19,19,26.127000253995327,62.4841665267944,471.61249999999995,2.59598040382067,0.0,13072.9999999999,0.0,205711.2385,0.0,17479.6524,0.0,29754.101,0.0,252944.99190000002,24.9226367599211,7.0
20,20,24.341249394416774,63.37041621208187,497.02083333333326,2.733539171020185,0.0,13072.9999999999,0.0,206682.7859,0.0,17552.4636,0.0,29866.889000000003,0.0,254102.13849999997,28.6000723739128,7.0
21,21,21.94291663169855,66.71050660936245,497.320833333333,2.910413355628645,0.0,13072.9999999999,0.0,206713.7269,0.0,17489.5812,0.0,29840.2585,0.0,254043.56660000002,33.1178951731524,7.0
22,22,20.012500047683673,67.9120829900105,527.5249999999995,3.0015468686819,0.0,13072.9999999999,0.0,206416.6933,0.0,17502.8196,0.0,29860.623,0.0,253780.13590000002,37.871143531964,7.0
23,23,21.382626934778877,67.94458411534625,488.98333333333323,3.1373570074974424,576.7499999999318,13841.9999999999,0.0,206364.0936,0.0,17486.2716,0.0,29808.9285,0.0,253659.2937,41.6912702257211,7.0
24,24,20.384166582425426,72.25958296457922,441.1437499999998,3.3481473803520174,0.0,13072.9999999999,0.0,206664.2213,0.0,17481.3072,0.0,29868.455500000004,0.0,254013.98400000003,47.4629359496571,7.0
25,25,17.457916506131426,70.8086133972925,409.9499999999995,3.5110144615173278,0.0,13072.9999999999,0.0,206605.4334,0.0,17496.2004,0.0,29898.219,0.0,253999.85280000002,51.1003487157655,7.0
26,26,17.705833212534525,72.52730212035624,415.5291666666665,3.58482483128706,0.0,13072.9999999999,0.0,206524.9868,0.0,17525.9868,0.0,29879.421,0.0,253930.39460000003,56.665814132515,7.0
27,27,17.556250222523925,74.22833293279004,572.9249999999997,3.556451160709055,0.0,13072.9999999999,0.0,206639.4685,0.0,17522.6772,0.0,29871.5884999999,0.0,254033.7341999999,63.7521118486819,7.0
0,0,28.019166505,69.70333324750001,466.62083332500004,0.0,61.7,2221.2,0.0,182257.96049999996,0.0,0.0,0.0,0.0,0.0,182257.96049999996,1.91811906184545,8.0
1,1,29.107083742500002,64.9160828225,467.37916667499996,0.0,61.7,2221.2,0.0,182353.8776,0.0,0.0,0.0,0.0,0.0,182353.8776,2.0717806948503,8.0
2,2,29.120416555,67.60166689750001,455.46250000000003,2.0999890039999998,61.7,2221.2,0.0,183204.7551,0.0,0.0,0.0,0.0,0.0,183204.7551,2.21076764457266,8.0
3,3,27.914583055,68.5308334975,445.174999975,2.1348985685,61.7,2221.2,0.0,182759.2047,0.0,0.0,0.0,0.0,0.0,182759.2047,2.40926574014178,8.0
4,4,27.0979165275,70.7554170575,415.183333325,2.157437052,61.7,2221.2,0.0,182189.89029999997,0.0,0.0,0.0,0.0,0.0,182189.89029999997,2.80847919939534,8.0
5,5,29.56999974,69.793333245,423.82916665,2.1582453402499997,61.7,2221.2,0.0,182149.66700000002,0.0,0.0,0.0,0.0,0.0,182149.66700000002,3.20107129968366,8.0
6,6,29.0929168925,67.8339579725,426.466666675,2.20866954525,61.7,2221.2,0.0,182245.5841,0.0,0.0,0.0,0.0,0.0,182245.5841,3.54108136431135,8.0
7,7,25.864999685,69.4268336275,446.2083333,2.30260968325,61.7,2221.2,0.0,182140.3847,0.0,0.0,0.0,0.0,0.0,182140.3847,4.15159946525146,8.0
8,8,25.2445831,69.42816965749999,448.108333325,2.361801695,61.7,2221.2,0.0,182545.7118,0.0,0.0,0.0,0.0,0.0,182545.7118,4.91521844372795,8.0
9,9,24.7904163925,70.406208715,442.09583335,2.42806433825,61.7,2221.2,0.0,182245.5841,0.0,0.0,0.0,0.0,0.0,182245.5841,5.92759491308111,8.0
10,10,25.07041634,70.62416645500001,436.2833333,2.44021419775,61.7,2221.2,0.0,182517.8649,0.0,0.0,0.0,0.0,0.0,182517.8649,7.14192566412633,8.0
11,11,24.859166545,70.9179170575,410.1791667,2.4706058455,61.7,2221.2,0.0,182230.1136,0.0,0.0,0.0,0.0,0.0,182230.1136,8.66691126488149,8.0
12,12,24.628333085,71.40124953750001,397.55416667500003,2.4858229122499997,61.7,2221.2,0.0,182561.18229999996,0.0,0.0,0.0,0.0,0.0,182561.18229999996,10.6371237814303,8.0
13,13,26.345416295,71.0924995425,439.68750002499996,2.541658414,61.69999999999999,2344.6,0.0,182474.5475,0.0,0.0,0.0,0.0,0.0,182474.5475,12.9337704308261,8.0
14,14,25.567916435,71.052499895,446.341666675,2.60092724675,61.7,2221.2,0.0,181911.4213,0.0,0.0,0.0,0.0,0.0,181911.4213,14.9009981015862,8.0
15,15,25.9412498925,71.9454165775,436.675,2.65579722325,61.7,2282.9,0.0,182437.4183,0.0,0.0,0.0,0.0,0.0,182437.4183,16.9574021071997,8.0
16,16,23.563333122499998,72.7022914525,366.6875,2.8271201885,61.7,2221.2,0.0,182205.3608,0.0,0.0,0.0,0.0,0.0,182205.3608,21.4893451423836,8.0
17,17,23.2066666475,73.9853754275,366.05833335,2.830255248,61.7,2221.2,0.0,181920.7036,0.0,0.0,0.0,0.0,0.0,181920.7036,24.9690976437953,8.0
18,18,25.83833281,74.7880344425,367.82291665,2.86533071325,61.7,2221.2,0.0,183130.4967,0.0,0.0,0.0,0.0,0.0,183130.4967,26.3495793651595,8.0
19,19,24.4762499075,74.790011725,374.037500025,2.948439779,61.7,2221.2,0.0,182165.1375,0.0,0.0,0.0,0.0,0.0,182165.1375,33.046749641138,8.0
20,20,24.2324999,74.625832335,400.75833332499997,3.036636606,61.7,2221.2,0.0,182189.8903,0.0,0.0,0.0,0.0,0.0,182189.8903,37.8085827017123,8.0
21,21,26.54250016,75.192582655,440.64583335,3.04126085525,61.7,2221.2,0.0,182072.3145,0.0,0.0,0.0,0.0,0.0,182072.3145,41.0493728534421,8.0
22,22,26.7816664275,75.43666741,394.3166667,3.14925651775,61.7,2221.2,0.0,182230.1136,0.0,0.0,0.0,0.0,0.0,182230.1136,46.8124639213584,8.0
23,23,25.717916785,75.4733329775,388.854166675,3.33539657675,61.7,2221.2,0.0,182202.2667,0.0,0.0,0.0,0.0,0.0,182202.2667,57.9814922310906,8.0
24,24,26.844999445,75.89500106,393.45,3.52568897325,61.7,2221.2,0.0,182134.1965,0.0,0.0,0.0,0.0,0.0,182134.1965,74.4886320645569,8.0
25,25,27.7674998325,76.09083318500001,367.291666675,3.8124990555,61.7,2221.2,0.0,181382.3302,0.0,0.0,0.0,0.0,0.0,181382.3302,76.7946814347605,8.0
26,26,27.04624977,75.745833395,371.399999975,4.353549427,61.7,2221.2,0.0,181756.7163,0.0,0.0,0.0,0.0,0.0,181756.7163,90.184491265087,8.0
27,27,26.42041651,75.8187493925,413.704166675,4.9090682845,61.7,2221.2,0.0,182028.9971,0.0,0.0,0.0,0.0,0.0,182028.9971,96.2573532513576,8.0
0,0,21.2126562025,18.41629461,491.100691225,2.2755627075,0.0,10269.52,0.0,206045.4013,0.0,0.0,0.0,0.0,0.0,206045.4013,1.33234423682161,9.0
1,1,21.39463852,20.61098477,442.865468375,2.284399208,0.0,13107.61,0.0,206045.4013,0.0,0.0,0.0,0.0,0.0,206045.4013,1.60453187733495,9.0
2,2,21.188740805000002,18.6549020675,447.90833335,2.305960326,0.0,15093.11,0.0,206045.4013,0.0,0.0,0.0,0.0,0.0,206045.4013,2.0737166734172,9.0
3,3,20.52916655,19.455811415,451.458418375,2.33158538225,0.0,21133.2,0.0,206045.4013,0.0,0.0,0.0,0.0,0.0,206045.4013,3.04135138114588,9.0
4,4,20.856772565,23.079583235,472.175,2.351450287,0.0,23921.22,0.0,206045.4013,0.0,0.0,0.0,0.0,0.0,206045.4013,3.44306988484341,9.0
5,5,20.6079165,23.019583259999997,461.99166665,2.36874132075,0.0,18261.73,1742.7518249999994,291600.3604,0.0,0.0,0.0,0.0,1742.7518249999994,291600.3604,3.79080204193731,9.0
6,6,20.567083269999998,24.705000005000002,479.3458333,2.390215406,0.0,19125.81,1772.9193000000087,291479.6905,0.0,0.0,0.0,0.0,1772.9193000000087,291479.6905,4.16468946384048,9.0
7,7,20.834999765,27.920416637499997,485.4875,2.40899395275,0.0,20783.38,1731.9224749999591,291680.807,0.0,0.0,0.0,0.0,1731.9224749999591,291680.807,5.12192244055596,9.0
8,8,20.5983331825,32.019583239999996,446.212499975,2.43455637675,0.0,20663.81,1745.07239999999,291779.8182,0.0,0.0,0.0,0.0,1745.07239999999,291779.8182,6.15304140270279,9.0
9,9,20.58333318,42.31349986,450.18749997500004,2.4525100347500004,388.6725,20998.17,1775.2398749999993,291974.7465,0.0,0.0,0.0,0.0,1775.2398749999993,291974.7465,6.71028628984582,9.0
10,10,20.8099999475,47.183333205000004,432.99166667500003,2.47737833425,0.0,23085.32,1724.187224999987,291631.3014,0.0,0.0,0.0,0.0,1724.187224999987,291631.3014,9.24447303547018,9.0
11,11,20.7262498825,49.8645001575,430.783333325,2.51036022575,0.0,22325.35,1721.8666499999963,291659.1483,0.0,0.0,0.0,0.0,1721.8666499999963,291659.1483,12.7587918914225,9.0
12,12,20.415833295000002,50.05816663,425.4291667,2.556130125,0.0,18018.62,1740.4312500000092,291835.512,0.0,0.0,0.0,0.0,1740.4312500000092,291835.512,18.7786063747184,9.0
13,13,20.074999854999998,52.80333338,405.09583330000004,2.61666232175,0.0,20944.13,1765.957574999993,291547.7607,0.0,0.0,0.0,0.0,1765.957574999993,291547.7607,18.8766284328191,9.0
14,14,20.062499945,54.63750011,390.62500002499996,2.687521286,0.0,21805.75,1758.9958500000212,291566.3253,0.0,0.0,0.0,0.0,1758.9958500000212,291566.3253,22.2369565388863,9.0
15,15,20.0658332275,57.39749977,385.04166665,2.7829015225,0.0,22519.48,1717.2254999999714,291937.6173,0.0,0.0,0.0,0.0,1717.2254999999714,291937.6173,25.6270372295357,9.0
16,16,20.0083332525,61.217500150000006,387.466666675,2.8976372025,0.0,23779.76,1749.713550000015,291541.5725,0.0,0.0,0.0,0.0,1749.713550000015,291541.5725,29.4753965928032,9.0
17,17,20.067083275,69.289583205,376.07916670000003,3.0400089605000002,0.0,17181.49,1752.0341250000056,291294.0445,0.0,0.0,0.0,0.0,1752.0341250000056,291294.0445,34.7598040086566,9.0
18,18,19.974999895,70.5648638575,369.1423023,3.21562841175,0.0,17243.19,1727.2813249999779,291303.3268,0.0,0.0,0.0,0.0,1727.2813249999779,291303.3268,40.7551494156717,9.0
19,19,19.957499865,71.59046939000001,369.495614,2.5157053227499997,0.0,20061.99,1740.4312500000092,291977.8406,0.0,0.0,0.0,0.0,1740.4312500000092,291977.8406,44.1818208480361,9.0
20,20,19.918749792499998,71.33644694499999,369.53333334999996,0.5772358635,0.0,22250.79,1740.4312500000092,291730.3126,0.0,0.0,0.0,0.0,1740.4312500000092,291730.3126,57.874706392036,9.0
21,21,19.78791657,70.29791643749999,366.5791667,0.041657257749999996,0.0,16254.34,1763.6370000000031,291816.9474,0.0,0.0,0.0,0.0,1763.6370000000031,291816.9474,67.4812221477971,9.0
22,22,19.8116666125,69.35237494,370.958333325,0.042167787750000005,0.0,19254.41,1768.2781500000274,292014.9698,0.0,0.0,0.0,0.0,1768.2781500000274,292014.9698,67.8401876476031,9.0
23,23,19.853333205,60.20458342,404.74583335,0.043597864,0.0,22705.95,1772.9193000000087,291355.92649999994,0.0,0.0,0.0,0.0,1772.9193000000087,291355.92649999994,70.7530091461534,9.0
24,24,19.952083245,46.03916685,440.479166675,0.04198268325,0.0,23535.42,1708.7167250000093,291612.7368,0.0,0.0,0.0,0.0,1708.7167250000093,291612.7368,77.4340208071317,9.0
25,25,20.019999885,26.67583329,484.81666665,0.040433183500000004,0.0,14473.37,1749.713550000015,291730.3126,0.0,0.0,0.0,0.0,1749.713550000015,291730.3126,78.2083794243349,9.0
26,26,18.0999999025,22.9116666525,497.645833325,0.0411676275,0.0,10805.81,1742.7518249999994,291615.8309,0.0,0.0,0.0,0.0,1742.7518249999994,291615.8309,80.2176865700456,9.0
27,27,15.224583370000001,23.7641666475,508.01250000000005,0.039406155750000005,0.0,10805.81,1777.56044999999,291269.2917,0.0,0.0,0.0,0.0,1777.56044999999,291269.2917,85.121656280574,9.0
0,0,16.5275001025,41.957083302499996,427.141666675,1.16863196625,0.0,22408.94,0.0,206719.9151,0.0,17545.8444,0.0,29866.889,0.0,254132.6485,1.24835000505552,10.0
1,1,16.2708332075,47.5275003425,425.675,1.20540531875,0.0,18155.02,0.0,206432.1638,0.0,17486.2716,0.0,29863.756,0.0,253782.19140000004,1.51744851600827,10.0
2,2,16.23232767,41.202916782500004,422.42500002500003,1.19565358875,0.0,22408.94,0.0,206719.9151,0.0,17545.8444,0.0,29866.889,0.0,254132.6485,1.9326328964061,10.0
3,3,16.24458332,37.195000045,423.56666665,1.20191163625,0.0,19533.5,0.0,206741.5738,0.0,17492.8908,0.0,29846.5245,0.0,254080.9891,2.42516327620966,10.0
4,4,16.0883332975,41.910833345,423.7771552,1.1825509785,0.0,18155.02,0.0,206432.1638,0.0,17486.2716,0.0,29863.756,0.0,253782.19140000004,3.34409571673682,10.0
5,5,16.3479166375,50.101327652500004,421.17499999999995,1.14798896675,0.0,18314.4,0.0,206456.9166,0.0,17534.2608,0.0,29860.623,0.0,253851.80039999998,3.98644668278073,10.0
6,6,18.3388157475,50.78915234,423.475,1.1508562495,0.0,21194.9,0.0,206162.9771,0.0,17482.962,0.0,29843.3915,0.0,253489.3306,4.98185978405549,10.0
7,7,19.0080483675,50.706781445000004,425.0583333,1.16703658475,0.0,21067.67,0.0,206673.5036,0.0,17532.606,0.0,29852.7905,0.0,254058.9001,6.0170572211904,10.0
8,8,18.2429674425,61.392083202500004,419.19166665,1.18739192025,0.0,19955.28,0.0,206432.16379999998,0.0,17532.606,0.0,29838.692,0.0,253803.46180000002,7.24066845037098,10.0
9,9,18.173275699999998,66.6815001875,405.09583335,1.16891576675,0.0,20530.15,0.0,206763.23249999998,0.0,17514.4032,0.0,29877.8545,0.0,254155.4902,8.85576421411256,10.0
10,10,18.8256461375,68.4673091825,403.73333335,1.17732059625,0.0,23132.93,0.0,206809.644,0.0,17525.9868,0.0,29929.549,0.0,254265.17979999998,10.7331138951617,10.0
11,11,20.00124991,68.81166664999999,400.462500025,1.19251869325,0.0,8338.06,0.0,204835.6082,0.0,17391.948,0.0,29625.648,0.0,251853.20419999998,11.9991423314985,10.0
12,12,18.0342645725,68.6524165675,392.57916665,1.1879957275,0.0,19842.14,0.0,204009.4835,0.0,17406.8412,0.0,29779.165,0.0,251195.4897,14.2408819864995,10.0
13,13,18.705273005,69.7375003825,402.04583335,1.20148521825,0.0,23337.32,0.0,206150.6007,0.0,17473.0332,0.0,29802.6625,0.0,253426.29640000002,17.376455770642,10.0
14,14,18.6167208725,70.0545829125,389.5291667,1.222689794,0.0,19393.41,0.0,192876.91169999997,0.0,16821.042,0.0,29166.6635,0.0,238864.6172,21.1581551486328,10.0
15,15,17.0849999575,72.22083348999999,372.80833335,1.20665455475,0.0,19843.37,0.0,206410.5051,0.0,17473.0332,0.0,29819.894,0.0,253703.43230000001,24.8656723791344,10.0
16,16,18.273875205,72.1072910125,365.87916667499996,1.1931112655,0.0,22759.99,0.0,206822.0204,0.0,17506.1292,0.0,29895.086,0.0,254223.2356,29.3748998423485,10.0
17,17,19.0215372025,73.74700017,359.8666667,0.0,0.0,19040.99,0.0,206432.1638,0.0,17476.3428,0.0,29826.16,0.0,253734.66660000003,32.7600565738221,10.0
18,18,20.339583292500002,75.751249685,362.73750002500003,0.0,0.0,21036.75,0.0,206710.6328,0.0,17527.6416,0.0,29934.2485,0.0,254172.5229,37.5559379048875,10.0
19,19,17.9656464325,75.38941668,361.795833325,1.1917805505,0.0,19447.31,0.0,206116.5656,0.0,17474.688,0.0,29835.559,0.0,253426.8126,43.2617190124849,10.0
20,20,18.64060977,72.65345845249999,359.475,1.1896396360000001,0.0,22596.64,0.0,206094.9069,0.0,17459.7948,0.0,29821.4605,0.0,253376.16220000002,48.7490813338554,10.0
21,21,18.29594819,75.72708346249999,360.962499975,0.0,0.0,20496.63,0.0,206775.6089,0.0,17539.2252,0.0,29953.0465,0.0,254267.88059999997,63.4362372661009,10.0
22,22,21.155000379999997,76.94708322,360.562499975,0.0,0.0,21966.5,0.0,206351.7172,0.0,17516.058,0.0,29862.189500000004,0.0,253729.9647,74.6731212348915,10.0
23,23,20.94576756,75.58379138500001,359.891666675,0.0,0.0,22765.050000000003,0.0,206357.9054,0.0,17502.8196,0.0,29849.6575,0.0,253710.38249999998,85.3235008823819,10.0
24,24,21.04083304,75.7291948875,360.7,0.0,0.0,23507.1,0.0,206772.5148,0.0,17545.8444,0.0,29866.889,0.0,254185.2482,89.6608194919622,10.0
25,25,18.4080355475,79.282708735,364.35833335,0.0,0.0,20994.34,0.0,206784.8912,0.0,17481.3072,0.0,29887.2535,0.0,254153.45190000001,94.8758956551127,10.0
26,26,18.99749999,80.09916674,369.4166667,0.0,0.0,18162.68,0.0,206098.001,0.0,17494.5456,0.0,29860.623,0.0,253453.1696,102.20905563130634,10.0
27,27,17.915416345,79.0533330575,365.212499975,0.0,0.0,19991.26,0.0,206531.175,0.0,17482.962,0.0,29841.825,0.0,253855.962,109.5422156075,10.0
0,0,25.24833322366075,44.56403735314292,392.7916666666665,2.936618690655725,769.0,25315.16,0.0,0.0,5758.703999999998,116961.264,3634.2800000000016,73813.48,9392.983999999997,190774.744,11.7641629206507,11.0
1,1,25.36583317120865,47.57512016969885,392.775,2.95932991802692,1099.8024999999998,28166.11,0.0,0.0,5833.169999999993,116861.976,3681.2749999999255,73750.8199999999,9514.444999999912,190612.79599999991,12.5232646566145,11.0
2,2,25.538355222501202,52.55666664441422,399.91557017543823,2.98582530900583,945.4824999999997,26619.0799999999,0.0,0.0,5758.703999999998,116663.4,3634.279999999999,73625.5,9392.983999999997,190288.9,13.7609128649562,11.0
3,3,25.39166657129915,56.61750000317885,388.67083333333323,2.9650209834178227,1165.0600000000009,27031.83,0.0,0.0,5659.415999999999,115074.792,3571.6199999999276,72622.9399999999,9231.035999999931,187697.7319999999,15.8139043767443,11.0
4,4,25.109495580823726,57.106913838143996,391.33036723163775,3.07821447379508,1104.625,29252.64,0.0,0.0,5733.881999999999,116861.976,3618.614999999999,73750.8199999999,9352.496999999996,190612.79599999991,17.5964697535799,11.0
5,5,25.568749880790698,56.66449156592955,407.1749999999997,2.6456577708323747,1120.0499999999993,28682.9699999999,0.0,0.0,5758.703999999998,117060.552,0.0,27758.3799999999,5833.169999999987,144818.93199999988,19.9662753476084,11.0
6,6,24.989166418711275,56.8954167366027,385.6749999999997,2.6571540911992324,769.0,25689.3299999999,0.0,0.0,5857.991999999998,140393.232,0.0,36092.1599999999,5857.991999999998,176485.39199999988,22.5874871211339,11.0
7,7,25.371249953905725,65.83708327611282,368.7402542372875,2.56854085182321,1176.3124999999989,28231.64,0.0,0.0,5758.704000000001,116663.4,3634.279999999975,73625.5,9392.983999999975,190288.9,23.9870997517786,11.0
8,8,25.837499908594552,66.23249993324272,360.73283898305027,2.6086546568547226,769.0,26689.8099999999,0.0,0.0,5733.881999999998,116861.976,3618.6149999999743,73750.8199999999,9352.49699999997,190612.79599999991,28.7505807566479,11.0
9,9,25.732499798138875,68.15291666984555,388.60416666666623,2.6814990238112903,769.000000000075,27422.83,0.0,0.0,5758.703999999998,116961.264,3634.279999999999,73813.48,9392.983999999997,190774.744,34.5824651579793,11.0
